offset,ExcessCAGR,ExcessSharpe,MaxDD
430,-0.07782619994643147,-0.24475741615282065,-0.1766077126259864
431,-0.11624751437128855,-0.44435329634323933,-0.21325421308096748
432,-0.09517869624213238,-0.3389534732065501,-0.22180296423693935
433,-0.11451794156183492,-0.4451442545408547,-0.2591137008008141
434,-0.007186866483371079,0.07412590682866581,-0.1879249659010339
435,-0.02032700741587079,0.009839045628887547,-0.19161530653193892
436,0.0028692373657843717,0.12180786847212316,-0.20843468687041733
437,0.050063335685703425,0.33189558291526977,-0.19366576905142086
438,0.06182806328902313,0.3891172811033384,-0.17486322944236077
439,0.08036868793227359,0.4615282026396379,-0.17106162536855363
440,0.10698373424703922,0.5748421211271167,-0.1725498243088397
441,0.0018896790508033945,0.11862865761346432,-0.17083192280009285
442,0.030005837926615042,0.2440117132546856,-0.15841469945073994
443,-0.06682046528073471,-0.2172178136433888,-0.14983227952846057
444,-0.06993858983431989,-0.22083399309125604,-0.16799182799349943
445,-0.05562169449041465,-0.1463991269760703,-0.17493500795268246
446,-0.19916476697194818,-0.9251175907135344,-0.2127336857475478
447,-0.17492872789039648,-0.7677664481257453,-0.21654999442411793
448,-0.07365053284204004,-0.2629927773887672,-0.16515385969354768
449,-0.08340819341264705,-0.31328766647289463,-0.1814785099988364
450,-0.0350133384372433,-0.06512178654856957,-0.15477666003512192
451,0.14674728138488913,0.7230879022339239,-0.15923393977213673
452,0.09187086858090776,0.5022089544985971,-0.1514596022067649
453,0.07723139504676935,0.4396645955695828,-0.13837908857734904
454,-0.03638054486208964,-0.05501433506526741,-0.171650651173333
455,-0.02440646510335076,0.0010398342121689052,-0.18087326195876685
456,-0.016443238733113263,0.02952428894678981,-0.17515657700583898
457,-0.04098692985752095,-0.09157874662392347,-0.16312340139097004
458,-0.08834520596132556,-0.3505880000307744,-0.1833170647608282
459,0.02292412085562323,0.21257142665417594,-0.1434711636166578
460,0.07751384949272544,0.4569120964800182,-0.1413566954898493
461,0.061692053571026806,0.38774060559921564,-0.17197980971539673
462,-0.02863025086512716,-0.029888320302315304,-0.16363283746040025
463,0.10589779033457458,0.6039327155016802,-0.1515629757659045
464,0.09262354280397678,0.5397780676448681,-0.15632881196318993
