candidate,split,cost,family,trend_window,quantile,hold,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
breadth_q80_hold5_ma100,validation,base,breadth,100,0.8,5.0,0.20582183886506655,0.20582183886506655,1.0117858068108734,-0.14300509469801626,1.4392622815271048,0.15795586294834196,0.15795586294834196,0.8149775699009434,14.0,14,0.35342465753424657,365
breadth_q80_hold5_ma100,development,stress,breadth,100,0.8,5.0,0.19481692105426496,0.2491848416221063,0.8011604215801794,-0.22271664659091261,1.1188424638945407,0.14900797807899546,0.18960780589721882,0.6634261783832001,28.75,23,0.4417808219178082,292
breadth_q80_hold5_ma100,validation,stress,breadth,100,0.8,5.0,0.18084111375069356,0.18084111375069356,0.9110740270822751,-0.14559646306798857,1.2420707889466172,0.1339640968901099,0.1339640968901099,0.7139844837954883,14.0,14,0.35342465753424657,365
breadth_q80_hold10_ma50,development,base,breadth,50,0.8,10.0,0.28772222520295476,0.3717587504135287,1.0059386442189382,-0.21589855401986402,1.7219140355119031,0.23836339094332737,0.3063517485177025,0.8799642554016368,18.75,15,0.571917808219178,292
breadth_q80_hold10_ma50,validation,base,breadth,50,0.8,10.0,0.07359326261033905,0.07359326261033905,0.42465318299149396,-0.13963941416549497,0.5270235703160377,0.030962518626213686,0.030962518626213686,0.2470236634822166,24.0,24,0.40821917808219177,365
breadth_q80_hold10_ma50,development,stress,breadth,50,0.8,10.0,0.259122933013884,0.3337829686520315,0.9336256066430705,-0.2273366099706381,1.4682323656323617,0.2108566655757549,0.2701819037055182,0.8076339701122173,18.75,15,0.571917808219178,292
breadth_q80_hold10_ma50,validation,stress,breadth,50,0.8,10.0,0.03553065019981827,0.03553065019981827,0.2663318225230706,-0.1506999674998678,0.23577078873523605,-0.0055927092441473425,-0.0055927092441473425,0.0890388520825228,24.0,24,0.40821917808219177,365
breadth_q80_hold10_ma100,development,base,breadth,100,0.8,10.0,0.2852041921156958,0.36840662101319555,1.0150194213731873,-0.21066389230406446,1.748788636647096,0.23594259344957025,0.3031603994213674,0.8858889613295277,17.5,14,0.547945205479452,292
breadth_q80_hold10_ma100,validation,base,breadth,100,0.8,10.0,0.16665105161748883,0.16665105161748883,0.7778989373326743,-0.09569111344617154,1.7415520168571756,0.12033531722567603,0.12033531722567603,0.6038901860443892,9.0,9,0.42191780821917807,365
breadth_q80_hold10_ma100,development,stress,breadth,100,0.8,10.0,0.2585759802483363,0.33305877738372613,0.946052191267196,-0.22356982370721146,1.4897304647871537,0.21033162923546533,0.26949349077531437,0.8168752370274245,17.5,14,0.547945205479452,292
breadth_q80_hold10_ma100,validation,stress,breadth,100,0.8,10.0,0.1510551703175409,0.1510551703175409,0.7204230963433879,-0.09569111344617232,1.5785705158767087,0.1053569404227741,0.1053569404227741,0.5462926743141396,9.0,9,0.42191780821917807,365
